INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
12114007	低级炼化道具-炼配方-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	100	-1	-1	-1	-1	-1	-1
12114008	低级炼化道具-炼配方-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	2	100	-1	-1	-1	-1	-1	-1
12114009	低级炼化道具-炼配方-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	3	100	-1	-1	-1	-1	-1	-1
12114010	低级炼化道具-炼配方-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	4	100	-1	-1	-1	-1	-1	-1
12114011	低级炼化道具-炼召唤-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	100	-1	-1	-1	-1
12114012	低级炼化道具-炼召唤-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	1	100	-1	-1	-1	-1
12114013	低级炼化道具-炼召唤-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	2	100	-1	-1	-1	-1
12114014	低级炼化道具-炼召唤-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	3	100	-1	-1	-1	-1
12114015	低级炼化道具-炼召唤-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	4	100	-1	-1	-1	-1
12114016	低级炼化道具-炼坐骑-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	100	-1	-1
12114017	低级炼化道具-炼坐骑-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	100	-1	-1
12114018	低级炼化道具-炼坐骑-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	2	100	-1	-1
12114019	低级炼化道具-炼坐骑-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	3	100	-1	-1
12114020	低级炼化道具-炼坐骑-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	4	100	-1	-1
12114101	初级炼化道具-炼技能-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	100	-1	-1	-1	-1	-1	-1	-1	-1
12114102	初级炼化道具-炼技能-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	100	-1	-1	-1	-1	-1	-1	-1	-1
12114103	初级炼化道具-炼技能-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	100	-1	-1	-1	-1	-1	-1	-1	-1
12114104	初级炼化道具-炼技能-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3	100	-1	-1	-1	-1	-1	-1	-1	-1
12114105	初级炼化道具-炼技能-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	4	100	-1	-1	-1	-1	-1	-1	-1	-1
12114106	初级炼化道具-炼配方-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	100	-1	-1	-1	-1	-1	-1
12114107	初级炼化道具-炼配方-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	100	-1	-1	-1	-1	-1	-1
12114108	初级炼化道具-炼配方-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	2	100	-1	-1	-1	-1	-1	-1
12114109	初级炼化道具-炼配方-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	3	100	-1	-1	-1	-1	-1	-1
12114110	初级炼化道具-炼配方-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	4	100	-1	-1	-1	-1	-1	-1
12114111	初级炼化道具-炼召唤-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	0	100	-1	-1	-1	-1
12114112	初级炼化道具-炼召唤-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	100	-1	-1	-1	-1
12114113	初级炼化道具-炼召唤-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	2	100	-1	-1	-1	-1
12114114	初级炼化道具-炼召唤-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	3	100	-1	-1	-1	-1
12114115	初级炼化道具-炼召唤-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	4	100	-1	-1	-1	-1
12114116	初级炼化道具-炼坐骑-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	0	100	-1	-1
12114117	初级炼化道具-炼坐骑-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	100	-1	-1
12114118	初级炼化道具-炼坐骑-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	2	100	-1	-1
12114119	初级炼化道具-炼坐骑-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	3	100	-1	-1
12114120	初级炼化道具-炼坐骑-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	4	100	-1	-1
12114201	中级炼化道具-炼技能-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	100	-1	-1	-1	-1	-1	-1	-1	-1
12114202	中级炼化道具-炼技能-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	100	-1	-1	-1	-1	-1	-1	-1	-1
12114203	中级炼化道具-炼技能-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	100	-1	-1	-1	-1	-1	-1	-1	-1
12114204	中级炼化道具-炼技能-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	100	-1	-1	-1	-1	-1	-1	-1	-1
12114205	中级炼化道具-炼技能-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	4	100	-1	-1	-1	-1	-1	-1	-1	-1
12114206	中级炼化道具-炼配方-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	0	100	-1	-1	-1	-1	-1	-1
12114207	中级炼化道具-炼配方-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	1	100	-1	-1	-1	-1	-1	-1
12114208	中级炼化道具-炼配方-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	2	100	-1	-1	-1	-1	-1	-1
12114209	中级炼化道具-炼配方-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	3	100	-1	-1	-1	-1	-1	-1
12114210	中级炼化道具-炼配方-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	4	100	-1	-1	-1	-1	-1	-1
12114211	中级炼化道具-炼召唤-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	0	100	-1	-1	-1	-1
12114212	中级炼化道具-炼召唤-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	1	100	-1	-1	-1	-1
12114213	中级炼化道具-炼召唤-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	2	100	-1	-1	-1	-1
12114214	中级炼化道具-炼召唤-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	3	100	-1	-1	-1	-1
12114215	中级炼化道具-炼召唤-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	4	100	-1	-1	-1	-1
12114216	中级炼化道具-炼坐骑-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	0	100	-1	-1
12114217	中级炼化道具-炼坐骑-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	1	100	-1	-1
12114218	中级炼化道具-炼坐骑-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	2	100	-1	-1
12114219	中级炼化道具-炼坐骑-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	3	100	-1	-1
12114220	中级炼化道具-炼坐骑-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	4	100	-1	-1
12114301	高级炼化道具-炼技能-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0	100	-1	-1	-1	-1	-1	-1	-1	-1
12114302	高级炼化道具-炼技能-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	100	-1	-1	-1	-1	-1	-1	-1	-1
12114303	高级炼化道具-炼技能-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	100	-1	-1	-1	-1	-1	-1	-1	-1
12114304	高级炼化道具-炼技能-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	100	-1	-1	-1	-1	-1	-1	-1	-1
12114305	高级炼化道具-炼技能-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	100	-1	-1	-1	-1	-1	-1	-1	-1
12114306	高级炼化道具-炼配方-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	0	100	-1	-1	-1	-1	-1	-1
12114307	高级炼化道具-炼配方-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	1	100	-1	-1	-1	-1	-1	-1
12114308	高级炼化道具-炼配方-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2	100	-1	-1	-1	-1	-1	-1
12114309	高级炼化道具-炼配方-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	3	100	-1	-1	-1	-1	-1	-1
12114310	高级炼化道具-炼配方-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	4	100	-1	-1	-1	-1	-1	-1
12114311	高级炼化道具-炼召唤-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	0	100	-1	-1	-1	-1
12114312	高级炼化道具-炼召唤-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	1	100	-1	-1	-1	-1
12114313	高级炼化道具-炼召唤-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	2	100	-1	-1	-1	-1
12114314	高级炼化道具-炼召唤-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	3	100	-1	-1	-1	-1
12114315	高级炼化道具-炼召唤-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	4	100	-1	-1	-1	-1
12114316	高级炼化道具-炼坐骑-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	0	100	-1	-1
12114317	高级炼化道具-炼坐骑-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	1	100	-1	-1
12114318	高级炼化道具-炼坐骑-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	2	100	-1	-1
12114319	高级炼化道具-炼坐骑-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	3	100	-1	-1
12114320	高级炼化道具-炼坐骑-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	4	100	-1	-1
12114401	特殊类型炼化道具-炼技能-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	100	-1	-1	-1	-1	-1	-1	-1	-1
12114402	特殊类型炼化道具-炼技能-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	1	100	-1	-1	-1	-1	-1	-1	-1	-1
12114403	特殊类型炼化道具-炼技能-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	2	100	-1	-1	-1	-1	-1	-1	-1	-1
12114404	特殊类型炼化道具-炼技能-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	3	100	-1	-1	-1	-1	-1	-1	-1	-1
12114405	特殊类型炼化道具-炼技能-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	100	-1	-1	-1	-1	-1	-1	-1	-1
12114406	特殊类型炼化道具-炼配方-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	0	100	-1	-1	-1	-1	-1	-1
12114407	特殊类型炼化道具-炼配方-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	1	100	-1	-1	-1	-1	-1	-1
12114408	特殊类型炼化道具-炼配方-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	2	100	-1	-1	-1	-1	-1	-1
12114409	特殊类型炼化道具-炼配方-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	3	100	-1	-1	-1	-1	-1	-1
12114410	特殊类型炼化道具-炼配方-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	4	100	-1	-1	-1	-1	-1	-1
12114411	特殊类型炼化道具-炼召唤-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	0	100	-1	-1	-1	-1
12114412	特殊类型炼化道具-炼召唤-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	1	100	-1	-1	-1	-1
12114413	特殊类型炼化道具-炼召唤-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	2	100	-1	-1	-1	-1
12114414	特殊类型炼化道具-炼召唤-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	3	100	-1	-1	-1	-1
12114415	特殊类型炼化道具-炼召唤-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	4	100	-1	-1	-1	-1
12114416	特殊类型炼化道具-炼坐骑-0	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	0	100	-1	-1
12114417	特殊类型炼化道具-炼坐骑-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	1	100	-1	-1
12114418	特殊类型炼化道具-炼坐骑-2	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	2	100	-1	-1
12114419	特殊类型炼化道具-炼坐骑-3	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	3	100	-1	-1
12114420	特殊类型炼化道具-炼坐骑-4	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	4	100	-1	-1
12116001	缝合道具	1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1
