INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	STRING
12052000	12	5	2000	jiuyinzhenjing_01	马的1级根骨书	增加马根骨1点的丹药	1	200	200	3	10	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12052001	12	5	2001	jiuyinzhenjing_01	马的2级根骨书	增加马根骨2点的丹药	1	300	1200	3	10	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12052002	12	5	2002	jiuyinzhenjing_01	马的3级根骨书	增加马根骨3点的丹药	1	400	1600	3	10	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12052003	12	5	2003	jiuyinzhenjing_01	马的4级根骨书	增加马根骨4点的丹药	1	500	2000	3	10	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12052004	12	5	2004	jiuyinzhenjing_01	马的5级根骨书	增加马根骨5点的丹药	1	600	2400	3	10	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12052005	12	5	2005	jiuyinzhenjing_01	马的6级根骨书	增加马根骨6点的丹药	1	700	2800	3	10	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12052006	12	5	2006	jiuyinzhenjing_01	马的7级根骨书	增加马根骨7点的丹药	1	800	3200	3	10	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12052007	12	5	2007	jiuyinzhenjing_01	马的8级根骨书	增加马根骨8点的丹药	1	900	3600	3	10	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12052008	12	5	2008	jiuyinzhenjing_01	马的9级根骨书	增加马根骨9点的丹药	1	1000	4000	3	10	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12052009	12	5	2009	jiuyinzhenjing_01	马的10级根骨书	增加马根骨10点的丹药	1	1100	4400	3	10	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12053000	12	5	3000	jiuyinzhenjing_01	马的1级快乐度书	增加马快乐度10点的物品	1	200	200	3	10	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12053001	12	5	3001	jiuyinzhenjing_01	马的2级快乐度书	增加马快乐度20点的物品	1	300	1200	3	20	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12053002	12	5	3002	jiuyinzhenjing_01	马的3级快乐度书	增加马快乐度30点的物品	1	400	1600	3	20	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12053003	12	5	3003	jiuyinzhenjing_01	马的4级快乐度书	增加马快乐度40点的物品	1	500	2000	3	20	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12053004	12	5	3004	jiuyinzhenjing_01	马的5级快乐度书	增加马快乐度50点的物品	1	600	2400	3	20	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12053005	12	5	3005	jiuyinzhenjing_01	马的6级快乐度书	增加马快乐度60点的物品	1	700	2800	3	20	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12053006	12	5	3006	jiuyinzhenjing_01	马的7级快乐度书	增加马快乐度70点的物品	1	800	3200	3	20	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12053007	12	5	3007	jiuyinzhenjing_01	马的8级快乐度书	增加马快乐度80点的物品	1	900	3600	3	20	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12053008	12	5	3008	jiuyinzhenjing_01	马的9级快乐度书	增加马快乐度90点的物品	1	1000	4000	3	20	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12053009	12	5	3009	jiuyinzhenjing_01	马的10级快乐度书	增加马快乐度100点的物品	1	1100	4400	3	20	-1	-1	-1	-1	-1	4	4	坐骑	掉落谷物1.obj	cj_yingguang_huang	0	ffffff
12054000	12	5	4000	jiuyinzhenjing_01	马的1格技能格子槽	为了学习技能提前给1个技能槽开孔的宝物	1	200	200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12054001	12	5	4001	jiuyinzhenjing_01	马的2格技能格子槽	为了学习技能提前给2个技能槽开孔的宝物	1	300	1200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12054002	12	5	4002	jiuyinzhenjing_01	马的3格技能格子槽	为了学习技能提前给3个技能槽开孔的宝物	1	400	1600	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12054003	12	5	4003	jiuyinzhenjing_01	马的4格技能格子槽	为了学习技能提前给4个技能槽开孔的宝物	1	500	2000	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12054004	12	5	4004	jiuyinzhenjing_01	马的5格技能格子槽	为了学习技能提前给5个技能槽开孔的宝物	1	600	2400	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12054005	12	5	4005	jiuyinzhenjing_01	马的6格技能格子槽	为了学习技能提前给6个技能槽开孔的宝物	1	700	2800	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12054006	12	5	4006	jiuyinzhenjing_01	马的6格技能格子槽	为了学习技能提前给6个技能槽开孔的宝物	1	800	3200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12054007	12	5	4007	jiuyinzhenjing_01	马的6格技能格子槽	为了学习技能提前给6个技能槽开孔的宝物	1	900	3600	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12054008	12	5	4008	jiuyinzhenjing_01	马的6格技能格子槽	为了学习技能提前给6个技能槽开孔的宝物	1	1000	4000	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12054009	12	5	4009	jiuyinzhenjing_01	马的6格技能格子槽	为了学习技能提前给6个技能槽开孔的宝物	1	1100	4400	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12055000	12	5	5000	jiuyinzhenjing_01	马的1格技能遗忘书	遗忘所对应位置的技能的梦婆汤	1	200	200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12055001	12	5	5001	jiuyinzhenjing_01	马的2格技能遗忘书	遗忘所对应位置的技能的梦婆汤	1	300	1200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12055002	12	5	5002	jiuyinzhenjing_01	马的3格技能遗忘书	遗忘所对应位置的技能的梦婆汤	1	400	1600	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12055003	12	5	5003	jiuyinzhenjing_01	马的4格技能遗忘书	遗忘所对应位置的技能的梦婆汤	1	500	2000	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12055004	12	5	5004	jiuyinzhenjing_01	马的5格技能遗忘书	遗忘所对应位置的技能的梦婆汤	1	600	2400	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12055005	12	5	5005	jiuyinzhenjing_01	马的6格技能遗忘书	遗忘所对应位置的技能的梦婆汤	1	700	2800	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12055006	12	5	5006	jiuyinzhenjing_01	马的6格技能遗忘书	遗忘所对应位置的技能的梦婆汤	1	800	3200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12055007	12	5	5007	jiuyinzhenjing_01	马的6格技能遗忘书	遗忘所对应位置的技能的梦婆汤	1	900	3600	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12055008	12	5	5008	jiuyinzhenjing_01	马的6格技能遗忘书	遗忘所对应位置的技能的梦婆汤	1	1000	4000	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12055009	12	5	5009	jiuyinzhenjing_01	马的6格技能遗忘书	遗忘所对应位置的技能的梦婆汤	1	1100	4400	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12056000	12	5	6000	jiuyinzhenjing_01	1级体质领悟书	可以一定概率领悟对应的骑乘技能的领悟书	1	200	200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12056001	12	5	6001	jiuyinzhenjing_01	1级力量领悟书	可以一定概率领悟对应的骑乘技能的领悟书	1	300	1200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12056002	12	5	6002	jiuyinzhenjing_01	1级敏捷领悟书	可以一定概率领悟对应的骑乘技能的领悟书	1	400	1600	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12056003	12	5	6003	jiuyinzhenjing_01	1级智力领悟书	可以一定概率领悟对应的骑乘技能的领悟书	1	500	2000	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12056004	12	5	6004	jiuyinzhenjing_01	1级全属领悟书	可以一定概率领悟对应的骑乘技能的领悟书	1	600	2400	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12056005	12	5	6005	jiuyinzhenjing_01	1级抗冰领悟书	可以一定概率领悟对应的骑乘技能的领悟书	1	700	2800	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12056006	12	5	6006	jiuyinzhenjing_01	1级抗火领悟书	可以一定概率领悟对应的骑乘技能的领悟书	1	800	3200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12056007	12	5	6007	jiuyinzhenjing_01	1级抗雷领悟书	可以一定概率领悟对应的骑乘技能的领悟书	1	900	3600	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12056008	12	5	6008	jiuyinzhenjing_01	1级抗毒领悟书	可以一定概率领悟对应的骑乘技能的领悟书	1	1000	4000	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12056009	12	5	6009	jiuyinzhenjing_01	1级打击领悟书	可以百分百学习有孔骑乘对应的技能的学习书	1	1100	4400	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12057000	12	5	7000	jiuyinzhenjing_01	骑乘1级主动回春	可以百分百学习有孔骑乘对应的技能的学习书	1	200	200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12057001	12	5	7001	jiuyinzhenjing_01	骑乘1级主动反震	可以百分百学习有孔骑乘对应的技能的学习书	1	300	1200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12057002	12	5	7002	jiuyinzhenjing_01	骑乘1级主动打击	可以百分百学习有孔骑乘对应的技能的学习书	1	400	1600	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12057003	12	5	7003	jiuyinzhenjing_01	骑乘1级主动射击	可以百分百学习有孔骑乘对应的技能的学习书	1	500	2000	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12057004	12	5	7004	jiuyinzhenjing_01	骑乘1级主动伤害加深陷阱	可以百分百学习有孔骑乘对应的技能的学习书	1	600	2400	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12057005	12	5	7005	jiuyinzhenjing_01	骑乘1级主动冰霜盾	可以百分百学习有孔骑乘对应的技能的学习书	1	700	2800	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12057006	12	5	7006	jiuyinzhenjing_01	骑乘1级主动范围加血	可以百分百学习有孔骑乘对应的技能的学习书	1	800	3200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12057007	12	5	7007	jiuyinzhenjing_01	骑乘2级主动范围加血	可以百分百学习有孔骑乘对应的技能的学习书	1	900	3600	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12057008	12	5	7008	jiuyinzhenjing_01	骑乘3级主动范围加血	可以百分百学习有孔骑乘对应的技能的学习书	1	1000	4000	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12057009	12	5	7009	jiuyinzhenjing_01	骑乘4级主动范围加血	可以百分百学习有孔骑乘对应的技能的学习书	1	1100	4400	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12058000	12	5	8000	jiuyinzhenjing_01	马的1级还童	骑乘返老还童的提高成长率1点的丹药	1	200	200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12058001	12	5	8001	jiuyinzhenjing_01	马的2级还童	骑乘返老还童的提高成长率2点的丹药	1	300	1200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12058002	12	5	8002	jiuyinzhenjing_01	马的3级还童	骑乘返老还童的提高成长率3点的丹药	1	400	1600	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12058003	12	5	8003	jiuyinzhenjing_01	马的4级还童	骑乘返老还童的提高成长率4点的丹药	1	500	2000	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12058004	12	5	8004	jiuyinzhenjing_01	马的5级还童	骑乘返老还童的提高成长率5点的丹药	1	600	2400	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12058005	12	5	8005	jiuyinzhenjing_01	马的6级还童	骑乘返老还童的提高成长率6点的丹药	1	800	2800	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12058006	12	5	8006	jiuyinzhenjing_01	马的7级还童	骑乘返老还童的提高成长率7点的丹药	1	800	3200	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12058007	12	5	8007	jiuyinzhenjing_01	马的8级还童	骑乘返老还童的提高成长率8点的丹药	1	900	3600	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12058008	12	5	8008	jiuyinzhenjing_01	马的9级还童	骑乘返老还童的提高成长率9点的丹药	1	1000	4000	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12058009	12	5	8009	jiuyinzhenjing_01	马的10级还童	骑乘返老还童的提高成长率10点的丹药	1	1100	4400	3	1	-1	-1	-1	-1	-1	4	4	坐骑	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12090001	12	9	1	WXSJ_item_xiangzi_1_1	宝箱（1级）	神奇的宝箱！可用1级钥匙来打开	1	10000	1	9	1	414001	-1	-1	-1	-1	4	4	宝箱	掉落木箱.obj	cj_yingguang_huang	0	ffffff
12090002	12	9	2	WXSJ_item_xiangzi_1_1	宝箱（2级）	神奇的宝箱！可用2级钥匙来打开	2	10000	1	9	1	414002	-1	-1	-1	-1	4	4	宝箱	掉落木箱.obj	cj_yingguang_huang	0	ffffff
12090003	12	9	3	WXSJ_item_xiangzi_1_2	宝箱（3级）	神奇的宝箱！可用3级钥匙来打开	3	10000	1	9	1	414003	-1	-1	-1	-1	4	4	宝箱	掉落木箱.obj	cj_yingguang_huang	0	ffffff
12090004	12	9	4	WXSJ_item_xiangzi_1_2	宝箱（4级）	神奇的宝箱！可用4级钥匙来打开	4	10000	1	9	1	414004	-1	-1	-1	-1	4	4	宝箱	掉落木箱.obj	cj_yingguang_huang	0	ffffff
12090005	12	9	5	WXSJ_item_xiangzi_1_6	宝箱（5级）	神奇的宝箱！可用5级钥匙来打开	5	10000	1	9	1	414005	-1	-1	-1	-1	4	4	宝箱	掉落木箱.obj	cj_yingguang_huang	0	ffffff
12090006	12	9	6	WXSJ_item_xiangzi_1_6	宝箱（6级）	神奇的宝箱！可用6级钥匙来打开	6	10000	1	9	1	414006	-1	-1	-1	-1	4	4	宝箱	掉落木箱.obj	cj_yingguang_huang	0	ffffff
12090007	12	9	7	WXSJ_item_xiangzi_1_5	宝箱（7级）	神奇的宝箱！可用7级钥匙来打开	7	10000	1	9	1	414007	-1	-1	-1	-1	4	4	宝箱	掉落木箱.obj	cj_yingguang_huang	0	ffffff
12090008	12	9	8	WXSJ_item_xiangzi_1_5	宝箱（8级）	神奇的宝箱！可用8级钥匙来打开	8	10000	1	9	1	414008	-1	-1	-1	-1	4	4	宝箱	掉落木箱.obj	cj_yingguang_huang	0	ffffff
12090009	12	9	9	WXSJ_item_xiangzi_1_4	宝箱（9级）	神奇的宝箱！可用9级钥匙来打开	9	10000	1	9	1	414009	-1	-1	-1	-1	4	4	宝箱	掉落木箱.obj	cj_yingguang_huang	0	ffffff
12090010	12	9	10	WXSJ_item_xiangzi_1_4	宝箱（10级）	神奇的宝箱！可用10级钥匙来打开	10	10000	1	9	1	414010	-1	-1	-1	-1	4	4	宝箱	掉落木箱.obj	cj_yingguang_huang	0	ffffff
12100001	12	10	1	WXSJ_quest_yaoshi_1_1	钥匙（1级）	神奇的钥匙！可以打开1级宝箱	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	钥匙	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12100002	12	10	2	WXSJ_quest_yaoshi_1_1	钥匙（2级）	神奇的钥匙！可以打开2级宝箱	2	10000	1	9	1	-1	-1	-1	-1	-1	4	4	钥匙	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12100003	12	10	3	WXSJ_quest_yaoshi_1_2	钥匙（3级）	神奇的钥匙！可以打开3级宝箱	3	10000	1	9	1	-1	-1	-1	-1	-1	4	4	钥匙	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12100004	12	10	4	WXSJ_quest_yaoshi_1_2	钥匙（4级）	神奇的钥匙！可以打开4级宝箱	4	10000	1	9	1	-1	-1	-1	-1	-1	4	4	钥匙	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12100005	12	10	5	WXSJ_quest_yaoshi_1_3	钥匙（5级）	神奇的钥匙！可以打开5级宝箱	5	10000	1	9	1	-1	-1	-1	-1	-1	4	4	钥匙	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12100006	12	10	6	WXSJ_quest_yaoshi_1_3	钥匙（6级）	神奇的钥匙！可以打开6级宝箱	6	10000	1	9	1	-1	-1	-1	-1	-1	4	4	钥匙	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12100007	12	10	7	WXSJ_quest_mabian_1_1	钥匙（7级）	神奇的钥匙！可以打开7级宝箱	7	10000	1	9	1	-1	-1	-1	-1	-1	4	4	钥匙	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12100008	12	10	8	WXSJ_quest_mabian_1_1	钥匙（8级）	神奇的钥匙！可以打开8级宝箱	8	10000	1	9	1	-1	-1	-1	-1	-1	4	4	钥匙	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12100009	12	10	9	WXSJ_quest_zawu_1_2	钥匙（9级）	神奇的钥匙！可以打开9级宝箱	9	10000	1	9	1	-1	-1	-1	-1	-1	4	4	钥匙	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12100010	12	10	10	WXSJ_quest_zawu_1_2	钥匙（10级）	神奇的钥匙！可以打开10级宝箱	10	10000	1	9	1	-1	-1	-1	-1	-1	4	4	钥匙	掉落书卷.obj	cj_yingguang_huang	0	ffffff
12110001	12	11	1	WXSJ_souxia_jiyibang_1_1	技能记忆棒	技能记忆棒	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	记忆棒	掉落搜侠录记忆棒_01.obj	cj_yingguang_huang	1	ffffff
12110002	12	11	2	WXSJ_souxia_jiyibang_1_2	武器配方记忆棒	武器配方记忆棒	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	记忆棒	掉落搜侠录记忆棒_01.obj	cj_yingguang_huang	1	ffffff
12110003	12	11	3	WXSJ_souxia_jiyibang_1_3	神兽召唤记忆棒	神兽召唤记忆棒	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	记忆棒	掉落搜侠录记忆棒_01.obj	cj_yingguang_huang	1	ffffff
12110004	12	11	4	WXSJ_souxia_jiyibang_1_4	坐骑召唤记忆棒	坐骑召唤记忆棒	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	记忆棒	掉落搜侠录记忆棒_01.obj	cj_yingguang_huang	1	ffffff
12112001	12	11	2001	WXSJ_souxia_chaixie_1_1	碎心道具	可将低级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112002	12	11	2002	WXSJ_souxia_chaixie_1_1	碎魂道具	可将低级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112003	12	11	2003	WXSJ_souxia_chaixie_1_1	碎精道具	可将低级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112004	12	11	2004	WXSJ_souxia_chaixie_1_1	碎魄道具	可将低级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112005	12	11	2005	WXSJ_souxia_chaixie_1_1	碎灵道具	可将低级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112006	12	11	2006	WXSJ_souxia_chaixie_1_1	裂心道具	可将低级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112007	12	11	2007	WXSJ_souxia_chaixie_1_1	裂魂道具	可将低级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112008	12	11	2008	WXSJ_souxia_chaixie_1_1	裂精道具	可将低级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112009	12	11	2009	WXSJ_souxia_chaixie_1_1	裂魄道具	可将低级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112010	12	11	2010	WXSJ_souxia_chaixie_1_1	裂灵道具	可将低级搜侠录上的配方，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112011	12	11	2011	WXSJ_souxia_chaixie_1_1	陨心道具	可将低级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112012	12	11	2012	WXSJ_souxia_chaixie_1_1	陨魂道具	可将低级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112013	12	11	2013	WXSJ_souxia_chaixie_1_1	陨精道具	可将低级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112014	12	11	2014	WXSJ_souxia_chaixie_1_1	陨魄道具	可将低级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112015	12	11	2015	WXSJ_souxia_chaixie_1_1	陨灵道具	可将低级搜侠录上的召唤，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112016	12	11	2016	WXSJ_souxia_chaixie_1_1	卸心道具	可将低级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112017	12	11	2017	WXSJ_souxia_chaixie_1_1	卸魂道具	可将低级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112018	12	11	2018	WXSJ_souxia_chaixie_1_1	卸精道具	可将低级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112019	12	11	2019	WXSJ_souxia_chaixie_1_1	卸魄道具	可将低级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112020	12	11	2020	WXSJ_souxia_chaixie_1_1	卸灵道具	可将低级搜侠录上的坐骑，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112101	12	11	2101	WXSJ_souxia_chaixie_1_2	上品碎心道具	可将初级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
12112102	12	11	2102	WXSJ_souxia_chaixie_1_2	上品碎魂道具	可将初级搜侠录上的技能，拆卸下来	1	10000	1	9	1	-1	-1	-1	-1	-1	4	4	拆卸宝物	掉落书卷.obj	cj_yingguang_huang	1	ffffff
