INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
150	10092209	近防箭配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
151	10092210	近防箭配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
152	10100201	子弹配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
153	10100202	子弹配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
154	10100203	子弹配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
155	10100204	子弹配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
156	10100205	子弹配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
157	10100206	子弹配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
158	10100207	子弹配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
159	10100208	子弹配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
160	10100209	子弹配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
161	10100210	子弹配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
162	10102201	近防子弹配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
163	10102202	近防子弹配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
164	10102203	近防子弹配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
165	10102204	近防子弹配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
166	10102205	近防子弹配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
167	10102206	近防子弹配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
168	10102207	近防子弹配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
169	10102208	近防子弹配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
170	10102209	近防子弹配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
171	10102210	近防子弹配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
172	10110201	号角配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
173	10110202	号角配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
174	10110203	号角配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
175	10110204	号角配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
176	10110205	号角配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
177	10110206	号角配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
178	10110207	号角配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
179	10110208	号角配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
180	10110209	号角配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
181	10110210	号角配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
182	10112201	近防号角配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
183	10112202	近防号角配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
184	10112203	近防号角配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
185	10112204	近防号角配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
186	10112205	近防号角配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
187	10112206	近防号角配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
188	10112207	近防号角配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
189	10112208	近防号角配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
190	10112209	近防号角配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
191	10112210	近防号角配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
192	10120201	鼓配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
193	10120202	鼓配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
194	10120203	鼓配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
195	10120204	鼓配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
196	10120205	鼓配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
197	10120206	鼓配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
198	10120207	鼓配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
199	10120208	鼓配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
200	10120209	鼓配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
201	10120210	鼓配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
202	10122201	近防鼓配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
203	10122202	近防鼓配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
204	10122203	近防鼓配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
205	10122204	近防鼓配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
206	10122205	近防鼓配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
207	10122206	近防鼓配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
208	10122207	近防鼓配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
209	10122208	近防鼓配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
210	10122209	近防鼓配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
211	10122210	近防鼓配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
212	10200201	头配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
213	10200202	头配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
214	10200203	头配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
215	10200204	头配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
216	10200205	头配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
217	10200206	头配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
218	10200207	头配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
219	10200208	头配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
220	10200209	头配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
221	10200210	头配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
222	10202201	近防头配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
223	10202202	近防头配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
224	10202203	近防头配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
225	10202204	近防头配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
226	10202205	近防头配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
227	10202206	近防头配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
228	10202207	近防头配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
229	10202208	近防头配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
230	10202209	近防头配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
231	10202210	近防头配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
232	10202301	远防头配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
233	10202302	远防头配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
234	10202303	远防头配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
235	10202304	远防头配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
236	10202305	远防头配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
237	10202306	远防头配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
238	10202307	远防头配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
239	10202308	远防头配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
240	10202309	远防头配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
241	10202310	远防头配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
242	10202401	魔防头配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
243	10202402	魔防头配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
244	10202403	魔防头配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
245	10202404	魔防头配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
246	10202405	魔防头配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
247	10202406	魔防头配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
248	10202407	魔防头配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
249	10202408	魔防头配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
250	10202409	魔防头配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
251	10202410	魔防头配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
252	10210201	颈配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
253	10210202	颈配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
254	10210203	颈配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
255	10210204	颈配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
256	10210205	颈配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
257	10210206	颈配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
258	10210207	颈配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
259	10210208	颈配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
260	10210209	颈配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
261	10210210	颈配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
262	10212201	近防颈配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
263	10212202	近防颈配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
264	10212203	近防颈配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
265	10212204	近防颈配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
266	10212205	近防颈配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
267	10212206	近防颈配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
268	10212207	近防颈配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
269	10212208	近防颈配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
270	10212209	近防颈配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
271	10212210	近防颈配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
272	10220201	肩配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
273	10220202	肩配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
274	10220203	肩配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
275	10220204	肩配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
276	10220205	肩配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
277	10220206	肩配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
278	10220207	肩配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
279	10220208	肩配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
280	10220209	肩配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
281	10220210	肩配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
282	10222201	近防肩配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
283	10222202	近防肩配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
284	10222203	近防肩配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
285	10222204	近防肩配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
286	10222205	近防肩配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
287	10222206	近防肩配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
288	10222207	近防肩配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
289	10222208	近防肩配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
290	10222209	近防肩配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
291	10222210	近防肩配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
292	10222301	远防肩配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
293	10222302	远防肩配方2	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
294	10222303	远防肩配方3	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
295	10222304	远防肩配方4	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
296	10222305	远防肩配方5	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
297	10222306	远防肩配方6	1	1	2	2	50	2	2	2	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
298	10222307	远防肩配方7	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
299	10222308	远防肩配方8	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
300	10222309	远防肩配方9	1	1	2	3	50	2	2	3	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
301	10222310	远防肩配方10	1	1	2	4	50	2	2	4	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
302	10222401	魔防肩配方1	1	1	2	1	50	2	2	1	50	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	2	1	1	-1	-1	-1	-1	-1	1000	1000	1
