INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT																																																																
宠物index	宠物名称	冰精（特性，食冰与畏火）	火灵（特性，食火与畏冰）	毒蛊（特性，食毒与畏玄）	玄兽（特性，食玄与畏毒）	迟钝（特性，增强自身血上限，但命中和闪避削弱）	狡猾（特性，增强自身命中、闪避，但防御（外/内）被削弱）	憨厚（特性，增强自身防御（外/内），削弱自身会心）	拼命（特性，增强宠物的会心，但血上限被削弱）	法魂（增强自身内攻，削弱自身外功）	蛮力（增强自身外功，削弱自身内攻）	借力（增强主人的力量）	高级借力（增强主人的力量）	移魂（增强主人的定力）	高级移魂（增强主人的定力）	加速（增强主人的身法）	高级加速（增强主人的身法）	强身（增强主人的体力）	高级强身（增强主人的体力）	凝神（增强主人的灵气）	高级凝神（增强主人的灵气）	极冰凝杀（手动冰系群杀）	劫火焚杀（手动火系群杀）	腐毒蚀杀（手动毒系群杀）	玄雷击杀（手动雷系群杀）	血爆（手动，范围攻击）	高级血爆（手动，范围攻击）	圣爆（手动，范围加血）	高级圣爆（手动，范围加血）	冰爆（手动，范围冰封）	高级冰爆（手动，范围冰封）	净化（手动，净化主人身上一个不良BUFF)	高级净化（手动，净化主人身上一个不良BUFF)	重生（手动，使宠物死后复活）	高级重生（手动，使宠物死后复活）	共生（手动，让宠匀血给主人）	高级共生（手动，让宠匀血给主人	治疗（手动，治疗主人）	高级治疗（手动，治疗主人）	肉墙（手动，一定时间内宠物为主人承受伤害）	高级肉墙（手动，一定时间内宠物为主人承受伤害）	神佑（手动，宠物令主人进入无敌状态）	高级神佑（手动，宠物令主人进入无敌状态）	嗜血（手动，宠物进入嗜血状态）	高级嗜血（手动，宠物进入嗜血状态）	血祭（手动，用宠物的HP换取主人MP）	高级血祭（手动，用宠物的HP换取主人MP）	伪装(手动，令宠物进入无敌状态)	高级伪装(手动，令宠物进入无敌状态)	附身（手动，令宠物控制一个敌人）	高级附身（手动，令宠物控制一个敌人）	寒冰咒（单体法攻）	烈火咒（单体法攻）	血毒咒（单体法攻）	玄雷咒（单体法攻）	反击（一定几率反击敌人）	高级反击（一定几率反击敌人）	吸血（吸取生命）	高级吸血（吸取生命）	反震（自动报复）	高级反震（自动报复）	灵动（一定几率减少伤害）	高级灵动（一定几率减少伤害）	吸气（一定几率吸取对方内力）	高级吸气（一定几率吸取对方内力）	打怒（一定几率打消对手怒气）	高级打怒（一定几率打消对手怒气）	忠心（一定几率替主人承受必杀伤害）	高级忠心（一定几率替主人承受必杀伤害）	灵气（一定几率替主人承受不良BUFF)	高级灵气（一定几率替主人承受不良BUFF)	猛击（加强物攻技能）	高级猛击（加强物攻技能）	识破（加强主人识破隐身的能力）	高级识破（加强主人识破隐身的能力）
3173	变异浣熊	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	23037	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0
3174	变异浣熊	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0
3179	浣熊宝宝	23037	0	0	0	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0
3180	猫头鹰	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	23037	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3181	变异猫头鹰	0	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	23037	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3182	变异猫头鹰	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	23037	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0
3183	变异猫头鹰	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23037	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0
3184	变异猫头鹰	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0
3189	猫头鹰宝宝	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	23037	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3190	鹦鹉	0	23037	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0
3191	变异鹦鹉	0	23037	0	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0
3192	变异鹦鹉	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0
3193	变异鹦鹉	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0
3194	变异鹦鹉	0	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0
3199	鹦鹉宝宝	0	23037	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0
3200	野猪	0	0	0	23037	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0
3201	变异野猪	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0
3202	变异野猪	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0
3203	变异野猪	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0
3204	变异野猪	0	0	0	0	0	0	0	0	0	23037	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0
3209	野猪宝宝	0	0	0	23037	0	0	0	0	0	0	23037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0
3210	冰蚕	25243	0	0	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0
3211	变异冰蚕	25243	0	0	0	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0
3212	变异冰蚕	0	0	0	25243	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0
3213	变异冰蚕	25243	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0
3214	变异冰蚕	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	25243	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0
3215	变异冰蚕	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0
3219	冰蚕宝宝	25243	0	0	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	18685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0
3220	鹰	0	25243	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0
3221	变异鹰	0	0	25243	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0
3222	变异鹰	0	0	0	25243	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0
3223	变异鹰	0	0	0	0	0	0	0	25243	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852
3224	变异鹰	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0
3225	变异鹰	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	20852
3229	鹰宝宝	0	25243	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0
3230	駮马	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0
3231	变异駮马	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0
3232	变异駮马	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0
3233	变异駮马	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0
3234	变异駮马	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0
3235	变异駮马	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0
3239	駮马宝宝	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0
3240	雪貂	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3241	变异雪貂	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3242	变异雪貂	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3243	变异雪貂	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0
3244	变异雪貂	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0
3245	变异雪貂	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0
3249	雪貂宝宝	0	0	0	0	25243	0	0	0	0	0	0	0	0	0	25243	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3499	云飘飘的鸭子	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3500	云飘飘的兔子	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
