INT	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING	INT	INT	STRING
128	173837	1	10260206|10262206|10262306|10262406	347674	1	10290206|10292206|10294002	14285714	1	12010007	5714285	1	11960007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
129	130378	1	10264002|10264012|10264022	260756	1	10294012|10294022|10294032	14285714	1	12010007	5714285	1	11960007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
130	130378	1	10264032|10264042|10264052	173837	1	10294042|10294052	14285714	1	12010007	5714285	1	11960007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
131	558763	1	10070207|10080207|10090207|10100207|10110207|10120207	223505	1	10070207|10080207|10090207|10100207|10110207|10120207	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
132	558763	1	10072207|10082207|10092207|10102207|10112207|10122207	223505	1	10072207|10082207|10092207|10102207|10112207|10122207	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
133	298007	1	10200207|10202207	298007	1	10230207|10232207	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
134	298007	1	10202307|10202407	298007	1	10232307|10232407	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
135	894021	1	10240207|10242207|10220207|10222207	279381	1	10270207|10272207	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
136	894021	1	10242307|10242407|10222307|10222407	186254	1	10272307|10272407	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
137	335257	1	10280207|10280207|10210207	74501	1	10250207|10252207	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
138	335257	1	10282207|10282207|10212207	74501	1	10252307|10252407	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
139	74501	1	10260207|10262207	74501	1	10290207	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
140	74501	1	10262307|10262407	74501	1	10292207	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
141	488917	1	10070208|10080208|10090208|10100208|10110208|10120208	195567	1	10070208|10080208|10090208|10100208|10110208|10120208	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
142	488917	1	10072208|10082208|10092208|10102208|10112208|10122208	195567	1	10072208|10082208|10092208|10102208|10112208|10122208	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
143	488917	1	10072308|10083002|10093002|10103002|10113002|10123002	195567	1	10072308|10083002|10093002|10103002|10113002|10123002	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
144	521512	1	10200208|10202208|10202308|10202408	521512	1	10230208|10232208|10232308|10232408	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
145	391134	1	10203002|10203012|10203022	391134	1	10233002|10233012|10233022	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
146	391134	1	10203032|10203042|10203052	391134	1	10233032|10233042|10233052	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
147	1564537	1	10240208|10242208|10242308|10242408|10220208|10222208|10222308|10222408	325945	1	10270208|10272208|10272308|10272408	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
148	1173402	1	10243002|10243012|10243022|10223002|10223012|10223022	244458	1	10273002|10283012|10273022	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
149	1173402	1	10243032|10243042|10243052|10223032|10223042|10223052	244458	1	10283032|10273042|10273052	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
150	586701	1	10280208|10282208|10280208|10210208|10212208|10213002	130378	1	10250208|10252208|10252308|10252408	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
151	586701	1	10283002|10283012|10283022|10213012|10213022|10213032	97783	1	10253002|10253012|10253022	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
152	488917	1	10283032|10283042|10283052|10213042|10213052	97783	1	10253032|10253042|10253052	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
153	130378	1	10260208|10262208|10262308|10262408	195567	1	10290208|10292208|10293002	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
154	97783	1	10263002|10263012|10263022	195567	1	10293012|10293022|10293032	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
155	97783	1	10263032|10263042|10263052	130378	1	10293042|10293052	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
156	434593	1	10010209|10020209|10030209|10040209|10050209|10060209	173837	1	10070209|10080209|10090209|10100209|10110209|10120209	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
157	434593	1	10012209|10022209|10032209|10042209|10052209|10062209	173837	1	10072209|10082209|10092209|10102209|10112209|10122209	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
158	434593	1	10014003|10024003|10034003|10044003|10054003|10064003	173837	1	10072309|10084003|10094003|10104003|10114003|10124003	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
159	463566	1	10200209|10202209|10202309|10202409	463566	1	10230209|10232209|10232309|10232409	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
160	347674	1	10204003|10204013|10204023	347674	1	10234003|10234013|10234023	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
161	347674	1	10204033|10204043|10204053	347674	1	10234033|10234043|10234053	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
162	1216862	1	10240209|10242209|10242309|10242409|10220209|10222209|10222309	289729	1	10270209|10272209|10272309|10272409	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
163	1043024	1	10244003|10244013|10244023|10222409|10224003|10224013	217296	1	10274003|10274013|10274023	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
164	1043024	1	10244033|10244043|10244053|10224033|10224043|10224053	217296	1	10274033|10274043|10274053	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
165	434593	1	10280209|10282209|10210209|10212209|10214003	115891	1	10250209|10252209|10252309|10252409	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
166	521512	1	10284003|10284013|10284023|10214013|10214023|10214033	86918	1	10254003|10254013|10254023	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
167	434593	1	10284033|10284043|10284053|10214043|10214053	86918	1	10254033|10254043|10254053	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
168	115891	1	10260209|10262209|10262309|10262409	173837	1	10290209|10292209|10294003	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
169	86918	1	10264003|10264013|10264023	173837	1	10294013|10294023|10294033	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
170	86918	1	10264033|10264043|10264053	115891	1	10294043|10294053	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
171	391134	1	10010210|10020210|10030210|10040210|10050210|10060210	156453	1	10070210|10080210|10090210|10100210|10110210|10120210	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
172	391134	1	10012210|10022210|10032210|10042210|10052210|10062210	156453	1	10072210|10082210|10092210|10102210|10112210|10122210	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
173	391134	1	10010210|10020210|10030210|10040210|10050210|10060210	156453	1	10072310|10083003|10093003|10103003|10113003|10123003	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
174	417209	1	10200210|10202210|10202310|10202410	417209	1	10230210|10232210|10232310|10232410	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
175	312907	1	10203003|10203013|10203023	312907	1	10233003|10233013|10233023	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
176	312907	1	10203033|10203043|10203053	312907	1	10233033|10233043|10233053	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
177	1251629	1	10240210|10242210|10242310|10242410|10220210|10222210|10222310|10222410	260756	1	10270210|10272210|10272310|10272410	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
178	938722	1	10243003|10243013|10243023|10223003|10223013|10223023	195567	1	10273003|10273013|10273023	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
179	938722	1	10243033|10243043|10243053|10223033|10223043|10223053	195567	1	10273033|10273043|10273053	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
180	391134	1	10280210|10282210|10210210|10212210|10213003	104302	1	10250210|10252210|10252310|10252410	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
181	469361	1	10283003|10283013|10283023|10213013|10213023|10213033	78226	1	10253003|10253013|10253023	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
182	391134	1	10283033|10283043|10283053|10213043|10213053	78226	1	10253033|10253043|10253053	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
183	104302	1	10260210|10262210|10262310|10262410	156453	1	10290210|10292210|10293003	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
184	78226	1	10263003|10263013|10263023	156453	1	10293013|10293023|10293033	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
185	78226	1	10263033|10263043|10263053	104302	1	10293043|10293053	10000000	1	12010010	4000000	1	11960010	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
186	7822685	1	10231001|10231002|10271001	3129074	1	10131001|10251001	100000000	1	12010001	40000000	1	11960001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
187	2086049	1	10200010	2086049	1	10230010	100000000	1	12010001	40000000	1	11960001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
188	6258148	1	10240010|10220010	1303780	1	10270010	100000000	1	12010001	40000000	1	11960001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
189	3129074	1	10280010|10210010	521512	1	10250010	100000000	1	12010001	40000000	1	11960001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
190	521512	1	10260010	1043024	1	10290010	100000000	1	12010001	40000000	1	11960001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
191	2607561	1	10010020|10020020|10030020|10040020|10050020|10060020	1043024	1	10070020|10080020|10090020|10100020|10110020|10120020	50000000	1	12010002	20000000	1	11960002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
192	695349	1	10200020	695349	1	10230020	50000000	1	12010002	20000000	1	11960002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
193	2086049	1	10240020|10220020	434593	1	10270020	50000000	1	12010002	20000000	1	11960002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
194	1043024	1	10280020|10210020	173837	1	10250020	50000000	1	12010002	20000000	1	11960002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
195	173837	1	10260020	347674	1	10290020	50000000	1	12010002	20000000	1	11960002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
196	1564537	1	10010030|10020030|10030030|10040030|10050030|10060030	625814	1	10070030|10080030|10090030|10100030|10110030|10120030	33333333	1	12010003	13333333	1	11960003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
197	417209	1	10200030	417209	1	10230030	33333333	1	12010003	13333333	1	11960003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
198	1251629	1	10240030|10220030	260756	1	10270030	33333333	1	12010003	13333333	1	11960003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
199	625814	1	10280020|10210030	104302	1	10250030	33333333	1	12010003	13333333	1	11960003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
200	104302	1	10260030	208604	1	10290030	33333333	1	12010003	13333333	1	11960003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
201	1117526	1	10070040|10080040|10090040|10100040|10110040|10120040	447010	1	10070040|10080040|10090040|10100040|10110040|10120040	25000000	1	12010004	10000000	1	11960004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
202	298007	1	10200040	298007	1	10230040	25000000	1	12010004	10000000	1	11960004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
203	894021	1	10240040|10220040	186254	1	10270040	25000000	1	12010004	10000000	1	11960004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
204	447010	1	10280040|10210040	74501	1	10250040	25000000	1	12010004	10000000	1	11960004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
205	74501	1	10260040	149003	1	10290040	25000000	1	12010004	10000000	1	11960004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
206	869187	1	10070050|10080050|10090050|10100050|10110050|10120050	347674	1	10070050|10080050|10090050|10100050|10110050|10120050	20000000	1	12010005	8000000	1	11960005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
207	231783	1	10200050	231783	1	10230050	20000000	1	12010005	8000000	1	11960005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
208	695349	1	10240050|10220050	144864	1	10270050	20000000	1	12010005	8000000	1	11960005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
209	347674	1	10280050|10210050	57945	1	10250050	20000000	1	12010005	8000000	1	11960005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
210	57945	1	10260050	115891	1	10290050	20000000	1	12010005	8000000	1	11960005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
211	3911342	1	10011002|10021002|10031002|10041002|10051002|10061002	10	1	10070050|10080050|10090050|10100050|10110050|10120050	100000000	1	12010001	40000000	1	11960001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
212	1043024	1	10201003	1043024	1	10231003	100000000	1	12010001	40000000	1	11960001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
213	3129074	1	10241003|10221003	651890	1	10271003	100000000	1	12010001	40000000	1	11960001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
214	10	1	10280050|10210050	260756	1	10251003	100000000	1	12010001	40000000	1	11960001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
215	260756	1	10261003	10	1		100000000	1	12010001	40000000	1	11960001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
216	711153	1	10070060|10080060|10100060|10100060|10110060|10120060	284461	1	10070060|10080060|10100060|10100060|10110060|10120060	16666666	1	12010006	6666666	1	11960006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
217	189640	1	10200060	189640	1	10230060	16666666	1	12010006	6666666	1	11960006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
218	568922	1	10240060|10220060	118525	1	10270060	16666666	1	12010006	6666666	1	11960006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
219	284461	1	10280060|10210060	47410	1	10250060	16666666	1	12010006	6666666	1	11960006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
220	47410	1	10260060	94820	1	10290060	16666666	1	12010006	6666666	1	11960006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
221	601745	1	10070070|10080070|10090070|10100070|10110070|10120070	240698	1	10070070|10080070|10090070|10100070|10110070|10120070	14285714	1	12010007	5714285	1	11960007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
222	160465	1	10200070	160465	1	10230070	14285714	1	12010007	5714285	1	11960007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
223	481396	1	10240070|10220070	100290	1	10270070	14285714	1	12010007	5714285	1	11960007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
224	240698	1	10280070|10210070	40116	1	10250070	14285714	1	12010007	5714285	1	11960007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
225	40116	1	10260070	80232	1	10290070	14285714	1	12010007	5714285	1	11960007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
226	521512	1	10070080|10080080|10090080|10100080|10110080|10120080	208604	1	10070080|10080080|10090080|10100080|10110080|10120080	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
227	139069	1	10200080	139069	1	10230080	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
228	417209	1	10240080|10220080	86918	1	10270080	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
229	208604	1	10280080|10210080	34767	1	10250080	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
230	34767	1	10270080	69534	1	10290080	12500000	1	12010008	5000000	1	11960008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
231	460157	1	10010090|10020090|10030090|10040090|10050090|10060090	184063	1	10070090|10090090|10090090|10100090|10110090|10120090	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
232	122708	1	10200090	122708	1	10230090	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
233	368126	1	10240090|10220090	76692	1	10270090	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
234	184063	1	10280090|10210090	30677	1	10250090	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
235	30677	1	10270090	61354	1	10290090	11111111	1	12010009	4444444	1	11960009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
236	10000000	1	12010001	4000000	1	11960001	4000000	1	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	4000000	1	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
237	5000000	1	12010002	2000000	1	11960002	2000000	1	12010002|12020002|11960002|11000002|11000004|11010002|11020002|11970021	2000000	1	11980016|11980032|11980042|11980052|12051001|12052001|12053001|12058001	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
238	3333333	1	12010003	1333333	1	11960003	1333333	1	12010003|12020003|11960003|11010003|11020003|11980017|11980033|11980043	833333	1	12054001|12055001|12056001|12057001|12030002	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
239	2500000	1	12010004	1000000	1	11960004	1000000	1	12010004|12020004|11960004|11010004|11020004|11980018|11980034|11980044	1000000	1	11980054|12051003|12052003|12053003|12058003|12054003|12055003|12056003	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
240	2000000	1	12010005	800000	1	11960005	800000	1	12010005|12020005|11960005|11010005|11020005|11980019|11980035|11980045	800000	1	11980055|12051004|12052004|12053004|12058004|12054004|12055004|12056004	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
241	1666666	1	12010006	666666	1	11960006	666666	1	12010006|12020006|11960006|11010006|11020006|11980020|11980036|11980046	666666	1	11980056|12051005|12052005|12053005|12058005|12054005|12055005|12056005	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
242	1428571	1	12010007	571428	1	11960007	571428	1	12010007|12020007|11960007|11010007|11020007|11980021|11980037|11980047	571428	1	11980057|12051006|12052006|12053006|12058006|12054006|12055006|12056006	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
243	1250000	1	12010008	500000	1	11960008	500000	1	12010008|12020008|11960008|11010008|11020008|11980038|11980048|11980058	500000	1	12051007|12052007|12053007|12058007|12054007|12055007|12056007|12057007	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
244	1111111	1	12010009	444444	1	11960009	444444	1	12010009|12020009|11960009|11010009|11020009|11980039|11980049|11980059	444444	1	12051008|12052008|12053008|12058008|12054008|12055008|12056008|12057008	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
245	1000000	1	12010010	400000	1	11960010	400000	1	12010010|12020010|11960010|11010010|11020010|12051009|12052009|12053009	250000	1	12058009|12054009|12055009|12056009|12057009	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1001	782268578	20	10010000|10020000|10030000|10040000|10050000|10060000	312907431	20	10070000|10080000|10090000|10100000|10110000|10120000	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1002	782268578	20	10010001|10020001|10030001|10040001|10050001|10060001	312907431	20	10070001|10080001|10090001|10100001|10110001|10120001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1003	782268578	20	10010002|10021001|10031001|10041001|10051001|10061001	10	20	10070001|10080001|10090001|10100001|10110001|10120001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1004	10	20	10010002|10021001|10031001|10041001|10051001|10061001	10	20	10070001|10080001|10090001|10100001|10110001|10120001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
1005	10	20	10010002|10021001|10031001|10041001|10051001|10061001	10	20	10070001|10080001|10090001|10100001|10110001|10120001	100000000	5	12010001	40000000	5	11960001	40000000	20	12010001|12020001|11960001|11000001|11000003|11000005|11000006|11010001	40000000	20	11020001|11030001|11040001|11050001|11970001|11970011|11980015|11980031	-1	1	-1	-1	1	-1	-1	1	-1	-1	1	-1
